ID,UserFK,Score,Timestamp,DateTime
87,26,1607,"2020-02-27 18:10:46","2020-02-27 18:10:46"
88,25,0,"2020-03-08 16:43:06","2020-03-08 16:43:06"
89,26,1745,"2020-03-09 12:49:31","2020-03-09 12:49:31"
90,2605,1439,"2020-04-01 20:16:31","2020-04-01 20:16:31"
91,2596,1577,"2020-04-07 15:02:47","2020-04-07 15:02:47"
92,2620,863,"2020-04-15 20:54:26","2020-04-15 20:54:26"
93,2620,1332,"2020-04-15 21:06:28","2020-04-15 21:06:28"
94,26,243,"2020-04-29 17:18:30","2020-04-29 17:18:30"
95,2640,1413,"2020-05-09 15:46:08","2020-05-09 15:46:08"
96,2640,1149,"2020-05-09 15:51:23","2020-05-09 15:51:23"
97,2640,1224,"2020-05-09 15:56:09","2020-05-09 15:56:09"
98,2633,248,"2020-05-14 02:26:40","2020-05-14 02:26:40"
99,2633,346,"2020-05-14 02:29:16","2020-05-14 02:29:16"
100,2250,877,"2020-06-02 19:32:28","2020-06-02 19:32:28"
101,2653,672,"2020-06-02 19:36:35","2020-06-02 19:36:35"
102,2250,1018,"2020-06-02 19:37:07","2020-06-02 19:37:07"
103,2654,788,"2020-06-04 02:15:27","2020-06-04 02:15:27"
104,2653,1244,"2020-06-08 16:12:55","2020-06-08 16:12:55"
105,2250,1345,"2020-06-29 18:02:03","2020-06-29 18:02:03"
106,2250,1103,"2020-06-29 18:07:19","2020-06-29 18:07:19"
107,26,1389,"2020-06-29 19:06:45","2020-06-29 19:06:45"
108,2706,771,"2020-07-24 23:41:46","2020-07-24 23:41:46"
109,2706,441,"2020-07-28 22:42:06","2020-07-28 22:42:06"
