ID,ArthropodSightingFK,OriginalGroup,Rank,TaxonName,StandardGroup,BeetleLarvaUpdated,SawflyUpdated,Agreement,RunnerUpAgreement,INaturalistObservationURL,LastUpdated
22,73068,leafhopper,species,"Ormenoides venusta",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/32059035,"2021-03-08 02:36:27"
23,73050,grasshopper,species,"Phyllopalpus pulchellus",grasshopper,0,0,3,0,https://www.inaturalist.org/observations/32057874,"2021-03-08 02:39:17"
24,72951,caterpillar,species,"Lithacodes fasciola",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/31988450,"2021-03-08 02:39:17"
25,72942,caterpillar,species,"Hyphantria cunea",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/31986005,"2021-03-08 02:39:17"
26,72923,caterpillar,family,Limacodidae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/31883477,"2021-03-08 02:39:17"
27,72920,spider,family,Anyphaenidae,spider,0,0,2,0,https://www.inaturalist.org/observations/31790674,"2021-03-08 02:39:17"
28,72914,leafhopper,order,Lepidoptera,moths,0,0,4,1,https://www.inaturalist.org/observations/31790153,"2021-03-08 02:39:17"
29,72874,spider,superfamily,Thomisoidea,spider,0,0,2,0,https://www.inaturalist.org/observations/31676462,"2021-03-08 02:39:17"
30,72848,caterpillar,genus,Heterocampa,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/31634045,"2021-03-08 02:39:17"
31,72828,caterpillar,order,Lepidoptera,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/31613928,"2021-03-08 02:39:17"
32,72783,beetle,family,Coccinellidae,beetle,0,0,2,0,https://www.inaturalist.org/observations/31573743,"2021-03-08 02:39:17"
33,72780,caterpillar,species,"Orgyia definita",caterpillar,0,0,3,0,https://www.inaturalist.org/observations/31573315,"2021-03-08 02:39:17"
34,72705,moths,species,"Parrhasius m-album",moths,0,0,3,0,https://www.inaturalist.org/observations/31458529,"2021-03-08 02:39:17"
35,72810,caterpillar,family,Lycaenidae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/31458476,"2021-03-08 02:39:17"
36,72800,caterpillar,species,"Halysidota tessellaris",caterpillar,0,0,3,0,https://www.inaturalist.org/observations/31458362,"2021-03-08 02:39:17"
37,72683,fly,suborder,Brachycera,fly,0,0,4,0,https://www.inaturalist.org/observations/31458144,"2021-03-08 02:39:17"
38,72561,beetle,species,"Harmonia axyridis",beetle,1,0,3,0,https://www.inaturalist.org/observations/31456981,"2021-03-08 02:39:17"
39,72555,leafhopper,species,"Jikradia olitoria",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/31456624,"2021-03-08 02:42:18"
40,72554,beetle,tribe,Coccinellini,beetle,0,0,4,0,https://www.inaturalist.org/observations/31456543,"2021-03-08 02:42:18"
41,72543,leafhopper,species,"Metcalfa pruinosa",leafhopper,0,0,4,0,https://www.inaturalist.org/observations/31456100,"2021-03-08 02:42:18"
42,72535,leafhopper,species,"Jikradia olitoria",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/31455430,"2021-03-08 02:42:18"
43,72518,caterpillar,species,"Nadata gibbosa",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/31454929,"2021-03-08 02:42:18"
44,72492,spider,family,Salticidae,spider,0,0,3,0,https://www.inaturalist.org/observations/31454474,"2021-03-08 02:42:18"
45,72477,truebugs,family,Elateridae,beetle,0,0,3,1,https://www.inaturalist.org/observations/31454292,"2021-03-08 02:42:18"
46,72476,truebugs,species,"Oedancala dorsalis",truebugs,0,0,2,0,https://www.inaturalist.org/observations/31454151,"2021-03-08 02:42:18"
47,72466,spider,genus,Eris,spider,0,0,3,0,https://www.inaturalist.org/observations/31453714,"2021-03-08 02:42:18"
48,72464,spider,family,Salticidae,spider,0,0,3,0,https://www.inaturalist.org/observations/31453477,"2021-03-08 02:42:18"
49,72463,spider,genus,Eris,spider,0,0,3,0,https://www.inaturalist.org/observations/31453399,"2021-03-08 02:42:18"
50,72462,spider,genus,Eris,spider,0,0,3,0,https://www.inaturalist.org/observations/31453340,"2021-03-08 02:42:18"
51,72461,spider,family,Thomisidae,spider,0,0,3,0,https://www.inaturalist.org/observations/31453229,"2021-03-08 02:42:18"
52,72459,spider,genus,Colonus,spider,0,0,3,0,https://www.inaturalist.org/observations/31453160,"2021-03-08 02:42:18"
53,74560,caterpillar,family,Gelechiidae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/36481786,"2021-03-08 02:24:16"
54,74542,spider,species,"Lyssomanes viridis",spider,0,0,4,0,https://www.inaturalist.org/observations/36479949,"2021-03-08 02:24:16"
56,74434,moths,species,"Phoebis sennae",moths,0,0,4,0,https://www.inaturalist.org/observations/35593669,"2021-03-08 02:27:18"
57,74361,truebugs,species,"Acanthocephala declivis",truebugs,0,0,2,0,https://www.inaturalist.org/observations/34796912,"2021-03-08 02:27:18"
58,74337,beetle,family,Coccinellidae,beetle,0,0,2,0,https://www.inaturalist.org/observations/34754275,"2021-03-08 02:27:18"
59,74318,bee,species,"Vespula maculifrons",bee,0,0,3,0,https://www.inaturalist.org/observations/34511993,"2021-03-08 02:27:18"
60,74310,ant,genus,Formica,ant,0,0,3,0,https://www.inaturalist.org/observations/34508136,"2021-03-08 02:27:18"
61,74307,ant,family,Formicidae,ant,0,0,2,0,https://www.inaturalist.org/observations/34507709,"2021-03-08 02:27:18"
62,74306,grasshopper,species,"Leptysma marginicollis",grasshopper,0,0,3,0,https://www.inaturalist.org/observations/34426607,"2021-03-08 02:27:18"
63,74271,truebugs,species,"Acanthocephala declivis",truebugs,0,0,2,0,https://www.inaturalist.org/observations/34211881,"2021-03-08 02:27:18"
64,74197,caterpillar,superfamily,Tortricoidea,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/33993314,"2021-03-08 02:27:18"
65,74196,grasshopper,family,Berytidae,truebugs,0,0,3,1,https://www.inaturalist.org/observations/33992925,"2021-03-08 02:27:18"
66,74172,other,subspecies,"Terrapene carolina carolina",Testudines,0,0,3,0,https://www.inaturalist.org/observations/33810594,"2020-08-10 01:54:17"
67,74098,beetle,family,Coccinellidae,beetle,0,0,2,0,https://www.inaturalist.org/observations/33770675,"2021-03-08 02:27:18"
68,74067,ant,genus,Formica,ant,0,0,3,0,https://www.inaturalist.org/observations/33753719,"2021-03-08 02:27:18"
69,74096,beetle,species,"Coleomegilla maculata",beetle,0,0,3,0,https://www.inaturalist.org/observations/33753608,"2021-03-08 02:27:18"
70,74058,beetle,species,"Harmonia axyridis",beetle,0,0,3,0,https://www.inaturalist.org/observations/33722592,"2021-03-08 02:27:18"
71,74023,beetle,tribe,Melanotini,beetle,0,0,2,0,https://www.inaturalist.org/observations/33703579,"2021-03-08 02:27:18"
72,73949,caterpillar,species,"Halysidota tessellaris",caterpillar,0,0,3,0,https://www.inaturalist.org/observations/33663770,"2021-03-08 02:27:18"
73,73862,spider,genus,Cheiracanthium,spider,0,0,2,0,https://www.inaturalist.org/observations/33394559,"2021-03-08 02:27:18"
74,73839,spider,family,Dictynidae,spider,0,0,2,0,https://www.inaturalist.org/observations/33376234,"2021-03-08 02:27:18"
75,73838,beetle,species,"Coleomegilla maculata",beetle,0,0,3,0,https://www.inaturalist.org/observations/33376112,"2021-03-08 02:27:18"
76,73837,leafhopper,species,"Acanalonia conica",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/33375969,"2021-03-08 02:27:18"
77,73831,beetle,species,"Harmonia axyridis",beetle,0,0,3,0,https://www.inaturalist.org/observations/33375673,"2021-03-08 02:27:18"
78,73827,ant,genus,Camponotus,ant,0,0,4,0,https://www.inaturalist.org/observations/33374884,"2021-03-08 02:27:18"
79,73826,beetle,species,"Harmonia axyridis",beetle,0,0,3,0,https://www.inaturalist.org/observations/33374688,"2021-03-08 02:30:28"
80,73825,beetle,species,"Harmonia axyridis",beetle,1,0,3,0,https://www.inaturalist.org/observations/33374468,"2021-03-08 02:30:29"
81,73823,ant,species,"Camponotus pennsylvanicus",ant,0,0,4,0,https://www.inaturalist.org/observations/33374034,"2021-03-08 02:30:29"
82,73821,beetle,species,"Ellychnia corrusca",beetle,0,0,2,0,https://www.inaturalist.org/observations/33373543,"2021-03-08 02:30:29"
83,73814,beetle,species,"Ellychnia corrusca",beetle,0,0,2,0,https://www.inaturalist.org/observations/33372123,"2021-03-08 02:30:29"
84,73747,grasshopper,family,Berytidae,truebugs,0,0,3,1,https://www.inaturalist.org/observations/33328178,"2021-03-08 02:30:29"
85,73517,beetle,species,"Harmonia axyridis",beetle,1,0,4,0,https://www.inaturalist.org/observations/32914848,"2021-03-08 02:30:29"
86,73516,caterpillar,family,Coccinellidae,beetle,1,0,5,1,https://www.inaturalist.org/observations/32914719,"2021-03-08 02:30:29"
87,73514,caterpillar,species,"Halysidota tessellaris",caterpillar,0,0,3,0,https://www.inaturalist.org/observations/32914245,"2021-03-08 02:30:29"
88,73513,leafhopper,species,"Acanalonia conica",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/32907266,"2021-03-08 02:30:29"
89,73511,fly,family,Chironomidae,fly,0,0,2,0,https://www.inaturalist.org/observations/32906169,"2021-03-08 02:30:29"
90,73510,other,genus,Triaenodes,Trichoptera,0,0,2,0,https://www.inaturalist.org/observations/32906002,"2021-03-08 02:30:29"
91,73492,ant,species,"Camponotus pennsylvanicus",ant,0,0,4,0,https://www.inaturalist.org/observations/32905079,"2021-03-08 02:30:29"
92,73491,ant,species,"Camponotus pennsylvanicus",ant,0,0,3,0,https://www.inaturalist.org/observations/32904653,"2021-03-08 02:30:29"
93,73488,caterpillar,family,Gelechiidae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/32904020,"2021-03-08 02:30:29"
94,73486,beetle,family,Lampyridae,beetle,0,0,2,0,https://www.inaturalist.org/observations/32903859,"2021-03-08 02:30:29"
95,73466,truebugs,family,Pentatomidae,truebugs,0,0,2,0,https://www.inaturalist.org/observations/32894344,"2021-03-08 02:33:23"
96,73462,truebugs,family,Reduviidae,truebugs,0,0,2,0,https://www.inaturalist.org/observations/32893588,"2021-03-08 02:33:24"
97,73521,beetle,order,Hemiptera,truebugs,0,0,3,1,https://www.inaturalist.org/observations/32891626,"2021-03-08 02:33:24"
98,73520,beetle,family,Lampyridae,beetle,0,0,2,0,https://www.inaturalist.org/observations/32891467,"2021-03-08 02:33:24"
99,73523,leafhopper,species,"Metcalfa pruinosa",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/32891347,"2021-03-08 02:33:24"
100,73524,spider,species,"Pelegrina proterva",spider,0,0,4,0,https://www.inaturalist.org/observations/32891215,"2021-03-08 02:33:24"
101,73447,ant,species,"Camponotus pennsylvanicus",ant,0,0,3,0,https://www.inaturalist.org/observations/32889901,"2021-03-08 02:33:24"
102,73393,aphid,family,Aphididae,aphid,0,0,2,0,https://www.inaturalist.org/observations/32835255,"2021-03-08 02:33:24"
103,73392,beetle,suborder,Heteroptera,truebugs,0,0,3,1,https://www.inaturalist.org/observations/32835053,"2021-03-08 02:33:24"
104,73391,beetle,species,"Harmonia axyridis",beetle,1,0,3,0,https://www.inaturalist.org/observations/32834921,"2021-03-08 02:33:24"
105,73358,fly,zoosubsection,Calyptratae,fly,0,0,2,0,https://www.inaturalist.org/observations/32636910,"2021-03-08 02:33:24"
106,73309,spider,genus,Cheiracanthium,spider,0,0,3,0,https://www.inaturalist.org/observations/32551472,"2021-03-08 02:33:24"
107,73308,spider,order,Araneae,spider,0,0,2,0,https://www.inaturalist.org/observations/32551208,"2021-03-08 02:33:24"
108,72396,beetle,genus,Chinavia,truebugs,0,0,4,1,https://www.inaturalist.org/observations/30898016,"2021-03-08 02:42:18"
109,72374,other,species,"Zelus luridus",truebugs,0,0,2,0,https://www.inaturalist.org/observations/30896336,"2021-03-08 02:45:24"
110,72367,leafhopper,species,"Jikradia olitoria",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/30887946,"2021-03-08 02:45:24"
111,72341,leafhopper,genus,Omolicna,leafhopper,0,0,2,0,https://www.inaturalist.org/observations/30876285,"2021-03-08 02:45:24"
112,72333,spider,family,Thomisidae,spider,0,0,2,0,https://www.inaturalist.org/observations/30832720,"2021-03-08 02:45:24"
113,72329,ant,genus,Crematogaster,ant,0,0,3,0,https://www.inaturalist.org/observations/30832178,"2021-03-08 02:45:24"
114,72328,spider,species,"Lyssomanes viridis",spider,0,0,4,0,https://www.inaturalist.org/observations/30831964,"2021-03-08 02:45:24"
115,72323,spider,species,"Leucauge venusta",spider,0,0,3,0,https://www.inaturalist.org/observations/30831379,"2021-03-08 02:45:24"
116,72322,spider,genus,Tetragnatha,spider,0,0,3,0,https://www.inaturalist.org/observations/30831234,"2021-03-08 02:45:24"
117,72305,caterpillar,species,"Automeris io",caterpillar,0,0,3,0,https://www.inaturalist.org/observations/30810922,"2021-03-08 02:45:24"
118,72301,spider,order,Araneae,spider,0,0,2,0,https://www.inaturalist.org/observations/30810487,"2021-03-08 02:45:24"
119,72279,caterpillar,family,Geometridae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/30757207,"2021-03-08 02:45:24"
120,72221,spider,superfamily,Thomisoidea,spider,0,0,2,0,https://www.inaturalist.org/observations/30714463,"2021-03-08 02:45:24"
121,72219,caterpillar,suborder,Symphyta,bee,0,1,3,1,https://www.inaturalist.org/observations/30714319,"2021-03-08 02:45:24"
122,72207,spider,genus,Pelegrina,spider,0,0,3,0,https://www.inaturalist.org/observations/30701725,"2021-03-08 02:45:24"
123,72160,caterpillar,family,Geometridae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/30649964,"2021-03-08 02:45:24"
124,72151,unidentified,species,"Halyomorpha halys",truebugs,0,0,2,0,https://www.inaturalist.org/observations/30616059,"2021-03-08 02:45:24"
125,72129,caterpillar,species,"Hyphantria cunea",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/30544251,"2021-03-08 02:48:16"
126,72074,unidentified,species,"Zelus luridus",truebugs,0,0,2,0,https://www.inaturalist.org/observations/30501920,"2021-03-08 02:48:16"
127,72068,unidentified,species,"Harmonia axyridis",beetle,1,0,2,0,https://www.inaturalist.org/observations/30501531,"2021-03-08 02:48:16"
128,72057,beetle,species,"Popillia japonica",beetle,0,0,3,0,https://www.inaturalist.org/observations/30501221,"2021-03-08 02:48:16"
129,72033,caterpillar,family,Geometridae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/30492870,"2021-03-08 02:48:16"
130,72000,unidentified,order,Araneae,spider,0,0,1,0,https://www.inaturalist.org/observations/30386714,"2021-03-08 02:48:16"
131,71957,caterpillar,species,"Automeris io",caterpillar,0,0,3,0,https://www.inaturalist.org/observations/30381866,"2021-03-08 02:48:16"
132,71855,leafhopper,species,"Ormenoides venusta",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/30321582,"2021-03-08 02:48:16"
133,71852,leafhopper,species,"Acanalonia conica",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/30321092,"2021-03-08 02:48:16"
134,71825,fly,species,"Chrysops vittatus",fly,0,0,2,0,https://www.inaturalist.org/observations/30308085,"2021-03-08 02:48:16"
135,71808,spider,genus,Hentzia,spider,0,0,3,0,https://www.inaturalist.org/observations/30264858,"2021-03-08 02:48:16"
136,71721,caterpillar,family,Geometridae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/30203523,"2021-03-08 02:48:16"
137,71720,unidentified,species,"Oecanthus niveus",grasshopper,0,0,2,0,https://www.inaturalist.org/observations/30203300,"2021-03-08 02:48:16"
138,71709,truebugs,species,"Chinavia hilaris",truebugs,0,0,4,0,https://www.inaturalist.org/observations/30099077,"2021-03-08 02:48:16"
139,71708,truebugs,species,"Chinavia hilaris",truebugs,0,0,3,0,https://www.inaturalist.org/observations/30098945,"2021-03-08 02:48:16"
140,71706,beetle,species,"Exomala orientalis",beetle,0,0,3,0,https://www.inaturalist.org/observations/30098159,"2021-03-08 02:51:24"
141,71628,spider,family,Araneidae,spider,0,0,2,0,https://www.inaturalist.org/observations/30047365,"2021-03-08 02:51:24"
142,71493,caterpillar,family,Geometridae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/30006398,"2021-03-08 02:51:24"
143,71406,unidentified,tribe,Gyponini,leafhopper,0,0,2,0,https://www.inaturalist.org/observations/29993187,"2021-03-08 02:51:24"
144,71404,caterpillar,species,"Misogada unicolor",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29993006,"2021-03-08 02:51:24"
145,71403,caterpillar,family,Geometridae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29992841,"2021-03-08 02:51:24"
146,71356,other,order,Psocodea,Psocodea,0,0,1,0,https://www.inaturalist.org/observations/29990905,"2021-03-08 02:51:24"
147,71297,unidentified,order,Lepidoptera,moths,0,0,1,0,https://www.inaturalist.org/observations/29926908,"2021-03-08 02:51:24"
148,71286,spider,family,Thomisidae,spider,0,0,2,0,https://www.inaturalist.org/observations/29926538,"2021-03-08 02:51:24"
149,71283,spider,family,Salticidae,spider,0,0,2,0,https://www.inaturalist.org/observations/29926280,"2021-03-08 02:51:24"
150,71282,beetle,order,Hemiptera,truebugs,0,0,2,1,https://www.inaturalist.org/observations/29926049,"2021-03-08 02:51:24"
151,71281,beetle,species,"Popillia japonica",beetle,0,0,3,0,https://www.inaturalist.org/observations/29925600,"2021-03-08 02:51:24"
152,71277,beetle,superfamily,Pentatomoidea,truebugs,0,0,3,1,https://www.inaturalist.org/observations/29925156,"2021-03-08 02:51:24"
153,71276,beetle,genus,Oecanthus,grasshopper,0,0,5,0,https://www.inaturalist.org/observations/29924798,"2021-03-08 02:51:24"
154,71264,beetle,family,Reduviidae,truebugs,0,0,3,1,https://www.inaturalist.org/observations/29923196,"2021-03-08 02:51:24"
155,71255,grasshopper,superfamily,Cercopoidea,leafhopper,0,0,4,1,https://www.inaturalist.org/observations/29922659,"2021-03-08 02:51:24"
156,71252,grasshopper,superfamily,Cercopoidea,leafhopper,0,0,4,1,https://www.inaturalist.org/observations/29922481,"2021-03-08 02:54:17"
157,71243,beetle,suborder,Heteroptera,truebugs,0,0,3,1,https://www.inaturalist.org/observations/29922090,"2021-03-08 02:54:17"
158,71190,other,order,Hymenoptera,bee,0,0,1,0,https://www.inaturalist.org/observations/29918638,"2021-03-08 02:54:17"
159,71166,grasshopper,species,"Zelus luridus",truebugs,0,0,3,1,https://www.inaturalist.org/observations/29917036,"2021-03-08 02:54:17"
160,71119,caterpillar,family,Geometridae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29911534,"2021-03-08 02:54:17"
161,71117,fly,species,"Condylostylus patibulatus",fly,0,0,3,0,https://www.inaturalist.org/observations/29911455,"2021-03-08 02:54:17"
162,71116,fly,subclass,Pterygota,Psocodea,0,0,2,1,https://www.inaturalist.org/observations/29911358,"2021-03-08 02:54:17"
163,71093,caterpillar,subclass,Pterygota,bee,0,1,2,1,https://www.inaturalist.org/observations/29852955,"2021-03-08 02:54:17"
164,71094,spider,species,"Frontinella pyramitela",spider,0,0,2,0,https://www.inaturalist.org/observations/29852681,"2021-03-08 02:54:17"
165,71030,unidentified,genus,Acanalonia,leafhopper,0,0,1,0,https://www.inaturalist.org/observations/29808285,"2021-03-08 02:54:17"
166,70926,caterpillar,species,"Halysidota tessellaris",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29657874,"2021-03-08 02:54:17"
167,70831,caterpillar,species,"Acronicta americana",caterpillar,0,0,4,0,https://www.inaturalist.org/observations/29589738,"2021-03-08 02:57:18"
168,70823,bee,genus,Macremphytus,bee,0,1,2,1,https://www.inaturalist.org/observations/29588984,"2021-03-08 02:57:18"
169,70813,unidentified,family,Bucculatricidae,moths,0,0,1,0,https://www.inaturalist.org/observations/29588821,"2021-03-08 02:57:18"
170,70807,caterpillar,genus,Zale,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29588429,"2021-03-08 02:57:18"
171,70721,caterpillar,superfamily,Papilionoidea,caterpillar,0,0,4,0,https://www.inaturalist.org/observations/29573920,"2021-03-08 02:57:18"
172,70712,caterpillar,species,"Oligocentria lignicolor",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29573630,"2021-03-08 02:57:18"
173,70674,fly,genus,Sarcophaga,fly,0,0,2,0,https://www.inaturalist.org/observations/29572759,"2021-03-08 02:57:18"
174,70656,caterpillar,species,"Acronicta retardata",caterpillar,0,0,3,0,https://www.inaturalist.org/observations/29572527,"2021-03-08 02:57:18"
175,70634,caterpillar,genus,Paectes,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29571641,"2021-03-08 02:57:18"
176,70610,caterpillar,species,"Hyphantria cunea",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29571197,"2021-03-08 02:57:18"
177,70470,caterpillar,genus,Acronicta,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29515438,"2021-03-08 02:57:18"
178,70456,leafhopper,species,"Metcalfa pruinosa",leafhopper,0,0,3,0,https://www.inaturalist.org/observations/29512503,"2021-03-08 02:57:18"
179,70454,moths,species,"Psyche casta",moths,0,0,2,0,https://www.inaturalist.org/observations/29512292,"2021-03-08 02:57:18"
180,70452,leafhopper,species,"Metcalfa pruinosa",leafhopper,0,0,2,0,https://www.inaturalist.org/observations/29511971,"2021-03-08 02:57:18"
181,70450,bee,species,"Augochlora pura",bee,0,0,4,0,https://www.inaturalist.org/observations/29511806,"2021-03-08 02:57:18"
182,70442,fly,genus,Sarcophaga,fly,0,0,2,0,https://www.inaturalist.org/observations/29511174,"2021-03-08 02:57:18"
183,70420,caterpillar,superfamily,Tortricoidea,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29508033,"2021-03-08 02:57:18"
184,70417,truebugs,species,"Chinavia hilaris",truebugs,0,0,3,0,https://www.inaturalist.org/observations/29507880,"2021-03-08 02:57:18"
185,70407,caterpillar,species,"Halysidota tessellaris",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29507222,"2021-03-08 02:57:18"
186,70379,caterpillar,genus,Peridea,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29505054,"2021-03-08 03:00:28"
187,70345,caterpillar,subfamily,Erebinae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29479417,"2021-03-08 03:00:28"
188,70324,unidentified,tribe,Gyponini,leafhopper,0,0,2,0,https://www.inaturalist.org/observations/29468066,"2021-03-08 03:00:28"
189,70323,leafhopper,tribe,Nephesini,leafhopper,0,0,3,0,https://www.inaturalist.org/observations/29467943,"2021-03-08 03:00:28"
190,70292,spider,genus,Misumena,spider,0,0,2,0,https://www.inaturalist.org/observations/29465238,"2021-03-08 03:00:28"
191,70269,spider,genus,Micrathena,spider,0,0,5,0,https://www.inaturalist.org/observations/29464803,"2021-03-08 03:00:28"
192,70255,spider,family,Salticidae,spider,0,0,2,0,https://www.inaturalist.org/observations/29464470,"2021-03-08 03:00:28"
193,70229,unidentified,order,Hemiptera,truebugs,0,0,1,0,https://www.inaturalist.org/observations/29463496,"2021-03-08 03:00:28"
194,70221,grasshopper,species,"Hapithus saltator",grasshopper,0,0,2,0,https://www.inaturalist.org/observations/29463090,"2021-03-08 03:00:28"
195,70218,unidentified,family,Flatidae,leafhopper,0,0,2,0,https://www.inaturalist.org/observations/29462830,"2021-03-08 03:00:28"
196,70123,grasshopper,species,"Meconema thalassinum",grasshopper,0,0,3,0,https://www.inaturalist.org/observations/29451901,"2021-03-08 03:00:28"
197,70119,beetle,order,Hemiptera,truebugs,0,0,3,1,https://www.inaturalist.org/observations/29451100,"2021-03-08 03:00:28"
198,70090,spider,family,Theridiidae,spider,0,0,2,0,https://www.inaturalist.org/observations/29443623,"2021-03-08 03:00:28"
199,70047,unidentified,species,"Porcellio scaber",Isopoda,0,0,3,0,https://www.inaturalist.org/observations/29440541,"2021-03-08 03:00:28"
200,70032,unidentified,order,Blattodea,Blattodea,0,0,1,0,https://www.inaturalist.org/observations/29440188,"2021-03-08 03:00:28"
201,69967,caterpillar,family,Geometridae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29400850,"2021-03-08 03:00:28"
202,69947,caterpillar,tribe,Panopodini,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29381955,"2021-03-08 03:00:28"
203,69946,caterpillar,family,Geometridae,caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29381696,"2021-03-08 03:00:28"
204,69928,caterpillar,species,"Acronicta retardata",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29381152,"2021-03-08 03:00:28"
205,69927,caterpillar,species,"Hyphantria cunea",caterpillar,0,0,2,0,https://www.inaturalist.org/observations/29380794,"2021-03-08 03:00:28"
206,69874,spider,genus,Colonus,spider,0,0,3,0,https://www.inaturalist.org/observations/29378939,"2021-03-08 03:00:28"
